PID: 6505
Namespace(batch_size=None, epochs=None, filelist='../../data/raccoon_partseg/train_val_files.txt', filelist_val='../../data/raccoon_partseg/test_files.txt', load_ckpt=None, log='log.txt', model='pointcnn_seg', no_code_backup=False, no_timestamp_folder=False, save_folder='../../models/seg/', setting='raccoon_x8_1024_fps')
2019-12-04 14:31:49.042542-Preparing datasets...
2019-12-04 14:31:49.062377-62/31 training/validation samples.
2019-12-04 14:31:49.062397-7936 training batches.
2019-12-04 14:31:49.062408-4 testing batches per test.
Tensor("pts_fts_sampled:0", shape=(?, ?, 3), dtype=float32)
Tensor("xforms:0", shape=(?, 3, 3), dtype=float32)
Tensor("jitter_range:0", shape=(1,), dtype=float32)
2019-12-04 14:32:05.342406-Parameter number: 8314948.
2019-12-04 14:32:22.528131-[Train]-Iter: 000001  Loss: 2.1562  T-1 Acc: 0.2788  T-1 mAcc: 0.2536
2019-12-04 14:33:32.514822-[Train]-Iter: 000161  Loss: 0.0816  T-1 Acc: 0.9691  T-1 mAcc: 0.9345
2019-12-04 14:33:36.811693-[Train]-Iter: 000171  Loss: 0.1200  T-1 Acc: 0.9580  T-1 mAcc: 0.9374
2019-12-04 14:33:40.971837-[Train]-Iter: 000181  Loss: 0.0707  T-1 Acc: 0.9712  T-1 mAcc: 0.9648
2019-12-04 14:33:45.460994-[Train]-Iter: 000191  Loss: 0.0688  T-1 Acc: 0.9734  T-1 mAcc: 0.9592
2019-12-04 14:33:49.839224-[Train]-Iter: 000201  Loss: 0.0770  T-1 Acc: 0.9673  T-1 mAcc: 0.9411
2019-12-04 14:33:53.784657-[Train]-Iter: 000211  Loss: 0.1004  T-1 Acc: 0.9597  T-1 mAcc: 0.9402
2019-12-04 14:33:58.258438-[Train]-Iter: 000221  Loss: 0.0629  T-1 Acc: 0.9751  T-1 mAcc: 0.9630
2019-12-04 14:34:02.635591-[Train]-Iter: 000231  Loss: 0.0969  T-1 Acc: 0.9634  T-1 mAcc: 0.9625
2019-12-04 14:34:06.571643-[Train]-Iter: 000241  Loss: 0.0322  T-1 Acc: 0.9873  T-1 mAcc: 0.9707
2019-12-04 14:34:11.046543-[Train]-Iter: 000251  Loss: 0.0772  T-1 Acc: 0.9695  T-1 mAcc: 0.9503
2019-12-04 14:34:15.417302-[Train]-Iter: 000261  Loss: 0.0693  T-1 Acc: 0.9716  T-1 mAcc: 0.9444
2019-12-04 14:34:19.677572-[Train]-Iter: 000271  Loss: 0.0722  T-1 Acc: 0.9713  T-1 mAcc: 0.9490
2019-12-04 14:34:23.827875-[Train]-Iter: 000281  Loss: 0.0744  T-1 Acc: 0.9696  T-1 mAcc: 0.9699
2019-12-04 14:34:28.189885-[Train]-Iter: 000291  Loss: 0.0739  T-1 Acc: 0.9691  T-1 mAcc: 0.9572
2019-12-04 14:34:32.452232-[Train]-Iter: 000301  Loss: 0.0537  T-1 Acc: 0.9785  T-1 mAcc: 0.9689
2019-12-04 14:34:36.598703-[Train]-Iter: 000311  Loss: 0.0591  T-1 Acc: 0.9767  T-1 mAcc: 0.9530
2019-12-04 14:34:40.959821-[Train]-Iter: 000321  Loss: 0.0606  T-1 Acc: 0.9756  T-1 mAcc: 0.9529
2019-12-04 14:34:45.209709-[Train]-Iter: 000331  Loss: 0.0741  T-1 Acc: 0.9702  T-1 mAcc: 0.9506
2019-12-04 14:34:49.357777-[Train]-Iter: 000341  Loss: 0.0672  T-1 Acc: 0.9723  T-1 mAcc: 0.9513
2019-12-04 14:34:53.779860-[Train]-Iter: 000351  Loss: 0.0540  T-1 Acc: 0.9760  T-1 mAcc: 0.9566
2019-12-04 14:34:58.035488-[Train]-Iter: 000361  Loss: 0.0532  T-1 Acc: 0.9792  T-1 mAcc: 0.9579
2019-12-04 14:35:02.258415-[Train]-Iter: 000371  Loss: 0.0604  T-1 Acc: 0.9747  T-1 mAcc: 0.9553
2019-12-04 14:35:06.666616-[Train]-Iter: 000381  Loss: 0.0523  T-1 Acc: 0.9772  T-1 mAcc: 0.9671
2019-12-04 14:35:10.954448-[Train]-Iter: 000391  Loss: 0.0572  T-1 Acc: 0.9761  T-1 mAcc: 0.9664
2019-12-04 14:35:15.191723-[Train]-Iter: 000401  Loss: 0.0631  T-1 Acc: 0.9733  T-1 mAcc: 0.9607
2019-12-04 14:35:19.608055-[Train]-Iter: 000411  Loss: 0.0655  T-1 Acc: 0.9761  T-1 mAcc: 0.9711
2019-12-04 14:35:23.930406-[Train]-Iter: 000421  Loss: 0.0479  T-1 Acc: 0.9813  T-1 mAcc: 0.9646
2019-12-04 14:35:28.125229-[Train]-Iter: 000431  Loss: 0.0560  T-1 Acc: 0.9763  T-1 mAcc: 0.9697
2019-12-04 14:35:32.681248-[Train]-Iter: 000441  Loss: 0.0611  T-1 Acc: 0.9731  T-1 mAcc: 0.9665
2019-12-04 14:35:36.925502-[Train]-Iter: 000451  Loss: 0.0540  T-1 Acc: 0.9777  T-1 mAcc: 0.9727
2019-12-04 14:35:41.174831-[Train]-Iter: 000461  Loss: 0.0498  T-1 Acc: 0.9783  T-1 mAcc: 0.9657
2019-12-04 14:35:45.750328-[Train]-Iter: 000471  Loss: 0.0594  T-1 Acc: 0.9750  T-1 mAcc: 0.9564
2019-12-04 14:35:50.004220-[Train]-Iter: 000481  Loss: 0.0411  T-1 Acc: 0.9861  T-1 mAcc: 0.9839
2019-12-04 14:35:54.293609-[Train]-Iter: 000491  Loss: 0.0657  T-1 Acc: 0.9746  T-1 mAcc: 0.9638
2019-12-04 14:35:59.879745-Checkpoint saved to ../../models/seg/pointcnn_seg_raccoon_x8_1024_fps_2019-12-04-14-31-49_6505/ckpts/iter!
2019-12-04 14:36:01.614162-[Val  ]-Average:      Loss: 1.1378  T-1 Acc: 0.7157  T-1 mAcc: 0.2749
2019-12-04 14:36:02.060268-[Train]-Iter: 000501  Loss: 0.0575  T-1 Acc: 0.9735  T-1 mAcc: 0.9619
2019-12-04 14:36:06.421010-[Train]-Iter: 000511  Loss: 0.0438  T-1 Acc: 0.9824  T-1 mAcc: 0.9671
2019-12-04 14:36:10.525235-[Train]-Iter: 000521  Loss: 0.0593  T-1 Acc: 0.9731  T-1 mAcc: 0.9737
2019-12-04 14:36:15.025999-[Train]-Iter: 000531  Loss: 0.0506  T-1 Acc: 0.9796  T-1 mAcc: 0.9625
2019-12-04 14:36:19.427647-[Train]-Iter: 000541  Loss: 0.0412  T-1 Acc: 0.9819  T-1 mAcc: 0.9620
2019-12-04 14:36:23.393229-[Train]-Iter: 000551  Loss: 0.0253  T-1 Acc: 0.9893  T-1 mAcc: 0.9769
2019-12-04 14:36:27.900640-[Train]-Iter: 000561  Loss: 0.0488  T-1 Acc: 0.9808  T-1 mAcc: 0.9668
2019-12-04 14:36:32.304903-[Train]-Iter: 000571  Loss: 0.0517  T-1 Acc: 0.9783  T-1 mAcc: 0.9721
2019-12-04 14:36:36.599223-[Train]-Iter: 000581  Loss: 0.0476  T-1 Acc: 0.9794  T-1 mAcc: 0.9713
2019-12-04 14:36:40.783768-[Train]-Iter: 000591  Loss: 0.0435  T-1 Acc: 0.9808  T-1 mAcc: 0.9686
2019-12-04 14:36:45.182928-[Train]-Iter: 000601  Loss: 0.0622  T-1 Acc: 0.9746  T-1 mAcc: 0.9743
2019-12-04 14:36:49.472384-[Train]-Iter: 000611  Loss: 0.0486  T-1 Acc: 0.9799  T-1 mAcc: 0.9755
2019-12-04 14:36:53.772652-[Train]-Iter: 000621  Loss: 0.0770  T-1 Acc: 0.9702  T-1 mAcc: 0.9478
2019-12-04 14:36:58.310646-[Train]-Iter: 000631  Loss: 0.0596  T-1 Acc: 0.9755  T-1 mAcc: 0.9559
2019-12-04 14:37:02.731797-[Train]-Iter: 000641  Loss: 0.0669  T-1 Acc: 0.9708  T-1 mAcc: 0.9489
2019-12-04 14:37:06.942397-[Train]-Iter: 000651  Loss: 0.0551  T-1 Acc: 0.9774  T-1 mAcc: 0.9545
2019-12-04 14:37:11.306693-[Train]-Iter: 000661  Loss: 0.0505  T-1 Acc: 0.9789  T-1 mAcc: 0.9586
2019-12-04 14:37:15.558665-[Train]-Iter: 000671  Loss: 0.0530  T-1 Acc: 0.9771  T-1 mAcc: 0.9654
2019-12-04 14:37:19.694800-[Train]-Iter: 000681  Loss: 0.0588  T-1 Acc: 0.9740  T-1 mAcc: 0.9556
2019-12-04 14:37:24.054888-[Train]-Iter: 000691  Loss: 0.0387  T-1 Acc: 0.9849  T-1 mAcc: 0.9738
2019-12-04 14:37:28.385907-[Train]-Iter: 000701  Loss: 0.0491  T-1 Acc: 0.9801  T-1 mAcc: 0.9790
2019-12-04 14:37:32.583054-[Train]-Iter: 000711  Loss: 0.0456  T-1 Acc: 0.9808  T-1 mAcc: 0.9730
2019-12-04 14:37:37.033850-[Train]-Iter: 000721  Loss: 0.0428  T-1 Acc: 0.9819  T-1 mAcc: 0.9716
2019-12-04 14:37:41.415510-[Train]-Iter: 000731  Loss: 0.0526  T-1 Acc: 0.9775  T-1 mAcc: 0.9622
2019-12-04 14:37:45.679469-[Train]-Iter: 000741  Loss: 0.0728  T-1 Acc: 0.9707  T-1 mAcc: 0.9811
2019-12-04 14:37:50.231386-[Train]-Iter: 000751  Loss: 0.0464  T-1 Acc: 0.9797  T-1 mAcc: 0.9795
2019-12-04 14:37:54.456535-[Train]-Iter: 000761  Loss: 0.0441  T-1 Acc: 0.9821  T-1 mAcc: 0.9726
2019-12-04 14:37:58.786088-[Train]-Iter: 000771  Loss: 0.0430  T-1 Acc: 0.9817  T-1 mAcc: 0.9722
2019-12-04 14:38:03.594951-[Train]-Iter: 000781  Loss: 0.0456  T-1 Acc: 0.9800  T-1 mAcc: 0.9764
2019-12-04 14:38:07.919997-[Train]-Iter: 000791  Loss: 0.0551  T-1 Acc: 0.9741  T-1 mAcc: 0.9564
2019-12-04 14:38:12.143465-[Train]-Iter: 000801  Loss: 0.0461  T-1 Acc: 0.9788  T-1 mAcc: 0.9697
2019-12-04 14:38:16.754155-[Train]-Iter: 000811  Loss: 0.0439  T-1 Acc: 0.9807  T-1 mAcc: 0.9698
2019-12-04 14:38:21.180376-[Train]-Iter: 000821  Loss: 0.0307  T-1 Acc: 0.9865  T-1 mAcc: 0.9799
2019-12-04 14:38:25.284860-[Train]-Iter: 000831  Loss: 0.0493  T-1 Acc: 0.9769  T-1 mAcc: 0.9647
2019-12-04 14:38:29.900973-[Train]-Iter: 000841  Loss: 0.0481  T-1 Acc: 0.9794  T-1 mAcc: 0.9558
2019-12-04 14:38:34.443355-[Train]-Iter: 000851  Loss: 0.0418  T-1 Acc: 0.9808  T-1 mAcc: 0.9671
2019-12-04 14:38:38.567922-[Train]-Iter: 000861  Loss: 0.0523  T-1 Acc: 0.9780  T-1 mAcc: 0.9503
2019-12-04 14:38:43.336691-[Train]-Iter: 000871  Loss: 0.0322  T-1 Acc: 0.9863  T-1 mAcc: 0.9828
2019-12-04 14:38:47.843680-[Train]-Iter: 000881  Loss: 0.0659  T-1 Acc: 0.9723  T-1 mAcc: 0.9581
2019-12-04 14:38:52.180265-[Train]-Iter: 000891  Loss: 0.0493  T-1 Acc: 0.9775  T-1 mAcc: 0.9730
2019-12-04 14:38:56.508724-[Train]-Iter: 000901  Loss: 0.0574  T-1 Acc: 0.9767  T-1 mAcc: 0.9522
2019-12-04 14:39:01.052269-[Train]-Iter: 000911  Loss: 0.0471  T-1 Acc: 0.9792  T-1 mAcc: 0.9680
2019-12-04 14:39:05.484125-[Train]-Iter: 000921  Loss: 0.0402  T-1 Acc: 0.9811  T-1 mAcc: 0.9823
2019-12-04 14:39:09.775766-[Train]-Iter: 000931  Loss: 0.0403  T-1 Acc: 0.9828  T-1 mAcc: 0.9842
2019-12-04 14:39:14.250480-[Train]-Iter: 000941  Loss: 0.0505  T-1 Acc: 0.9772  T-1 mAcc: 0.9670
2019-12-04 14:39:18.612394-[Train]-Iter: 000951  Loss: 0.0506  T-1 Acc: 0.9772  T-1 mAcc: 0.9654
2019-12-04 14:39:22.795416-[Train]-Iter: 000961  Loss: 0.0380  T-1 Acc: 0.9825  T-1 mAcc: 0.9669
2019-12-04 14:39:27.182568-[Train]-Iter: 000971  Loss: 0.0369  T-1 Acc: 0.9841  T-1 mAcc: 0.9751
2019-12-04 14:39:31.437230-[Train]-Iter: 000981  Loss: 0.0390  T-1 Acc: 0.9834  T-1 mAcc: 0.9742
2019-12-04 14:39:35.630249-[Train]-Iter: 000991  Loss: 0.0517  T-1 Acc: 0.9755  T-1 mAcc: 0.9683
2019-12-04 14:39:40.622159-Checkpoint saved to ../../models/seg/pointcnn_seg_raccoon_x8_1024_fps_2019-12-04-14-31-49_6505/ckpts/iter!
2019-12-04 14:39:41.303907-[Val  ]-Average:      Loss: 0.0764  T-1 Acc: 0.9728  T-1 mAcc: 0.9694
2019-12-04 14:39:41.750576-[Train]-Iter: 001001  Loss: 0.0354  T-1 Acc: 0.9840  T-1 mAcc: 0.9689
2019-12-04 14:39:46.119077-[Train]-Iter: 001011  Loss: 0.0604  T-1 Acc: 0.9742  T-1 mAcc: 0.9545
2019-12-04 14:39:50.339381-[Train]-Iter: 001021  Loss: 0.0415  T-1 Acc: 0.9819  T-1 mAcc: 0.9665
2019-12-04 14:39:54.725407-[Train]-Iter: 001031  Loss: 0.0385  T-1 Acc: 0.9840  T-1 mAcc: 0.9704
2019-12-04 14:39:59.035518-[Train]-Iter: 001041  Loss: 0.0435  T-1 Acc: 0.9800  T-1 mAcc: 0.9715
2019-12-04 14:40:03.259489-[Train]-Iter: 001051  Loss: 0.0370  T-1 Acc: 0.9850  T-1 mAcc: 0.9847
2019-12-04 14:40:07.772223-[Train]-Iter: 001061  Loss: 0.0393  T-1 Acc: 0.9830  T-1 mAcc: 0.9648
2019-12-04 14:40:12.049720-[Train]-Iter: 001071  Loss: 0.0431  T-1 Acc: 0.9802  T-1 mAcc: 0.9594
2019-12-04 14:40:16.370206-[Train]-Iter: 001081  Loss: 0.0341  T-1 Acc: 0.9852  T-1 mAcc: 0.9795
2019-12-04 14:40:20.875391-[Train]-Iter: 001091  Loss: 0.0337  T-1 Acc: 0.9857  T-1 mAcc: 0.9728
2019-12-04 14:40:25.121104-[Train]-Iter: 001101  Loss: 0.0674  T-1 Acc: 0.9695  T-1 mAcc: 0.9454
2019-12-04 14:40:29.306843-[Train]-Iter: 001111  Loss: 0.0345  T-1 Acc: 0.9856  T-1 mAcc: 0.9834
2019-12-04 14:40:33.884332-[Train]-Iter: 001121  Loss: 0.0482  T-1 Acc: 0.9777  T-1 mAcc: 0.9778
2019-12-04 14:40:38.299106-[Train]-Iter: 001131  Loss: 0.0472  T-1 Acc: 0.9797  T-1 mAcc: 0.9734
2019-12-04 14:40:42.434318-[Train]-Iter: 001141  Loss: 0.0379  T-1 Acc: 0.9833  T-1 mAcc: 0.9778
2019-12-04 14:40:46.988746-[Train]-Iter: 001151  Loss: 0.0446  T-1 Acc: 0.9813  T-1 mAcc: 0.9681
2019-12-04 14:40:51.380027-[Train]-Iter: 001161  Loss: 0.0454  T-1 Acc: 0.9806  T-1 mAcc: 0.9745
2019-12-04 14:40:55.389980-[Train]-Iter: 001171  Loss: 0.0522  T-1 Acc: 0.9790  T-1 mAcc: 0.9766
2019-12-04 14:40:59.958406-[Train]-Iter: 001181  Loss: 0.0427  T-1 Acc: 0.9817  T-1 mAcc: 0.9685
2019-12-04 14:41:04.365825-[Train]-Iter: 001191  Loss: 0.0442  T-1 Acc: 0.9811  T-1 mAcc: 0.9633
2019-12-04 14:41:08.637526-[Train]-Iter: 001201  Loss: 0.0558  T-1 Acc: 0.9767  T-1 mAcc: 0.9565
2019-12-04 14:41:12.838395-[Train]-Iter: 001211  Loss: 0.0468  T-1 Acc: 0.9801  T-1 mAcc: 0.9656
2019-12-04 14:41:17.275166-[Train]-Iter: 001221  Loss: 0.0321  T-1 Acc: 0.9857  T-1 mAcc: 0.9830
2019-12-04 14:41:21.558892-[Train]-Iter: 001231  Loss: 0.0339  T-1 Acc: 0.9854  T-1 mAcc: 0.9749
2019-12-04 14:41:25.768454-[Train]-Iter: 001241  Loss: 0.0356  T-1 Acc: 0.9835  T-1 mAcc: 0.9631
2019-12-04 14:41:30.194610-[Train]-Iter: 001251  Loss: 0.0362  T-1 Acc: 0.9851  T-1 mAcc: 0.9794
2019-12-04 14:41:34.498643-[Train]-Iter: 001261  Loss: 0.0435  T-1 Acc: 0.9806  T-1 mAcc: 0.9677
2019-12-04 14:41:38.712031-[Train]-Iter: 001271  Loss: 0.0503  T-1 Acc: 0.9768  T-1 mAcc: 0.9678
2019-12-04 14:41:43.121226-[Train]-Iter: 001281  Loss: 0.0344  T-1 Acc: 0.9860  T-1 mAcc: 0.9843
2019-12-04 14:41:47.413294-[Train]-Iter: 001291  Loss: 0.0469  T-1 Acc: 0.9780  T-1 mAcc: 0.9673
2019-12-04 14:41:51.588102-[Train]-Iter: 001301  Loss: 0.0407  T-1 Acc: 0.9816  T-1 mAcc: 0.9689
2019-12-04 14:41:55.977989-[Train]-Iter: 001311  Loss: 0.0481  T-1 Acc: 0.9786  T-1 mAcc: 0.9631
2019-12-04 14:42:00.371409-[Train]-Iter: 001321  Loss: 0.0534  T-1 Acc: 0.9755  T-1 mAcc: 0.9551
2019-12-04 14:42:04.681392-[Train]-Iter: 001331  Loss: 0.0415  T-1 Acc: 0.9812  T-1 mAcc: 0.9842
2019-12-04 14:42:09.166893-[Train]-Iter: 001341  Loss: 0.0523  T-1 Acc: 0.9784  T-1 mAcc: 0.9874
2019-12-04 14:42:13.421040-[Train]-Iter: 001351  Loss: 0.0424  T-1 Acc: 0.9807  T-1 mAcc: 0.9728
2019-12-04 14:42:17.570180-[Train]-Iter: 001361  Loss: 0.0439  T-1 Acc: 0.9808  T-1 mAcc: 0.9742
2019-12-04 14:42:22.028026-[Train]-Iter: 001371  Loss: 0.0318  T-1 Acc: 0.9858  T-1 mAcc: 0.9780
2019-12-04 14:42:26.171016-[Train]-Iter: 001381  Loss: 0.0335  T-1 Acc: 0.9855  T-1 mAcc: 0.9742
2019-12-04 14:42:30.310730-[Train]-Iter: 001391  Loss: 0.0494  T-1 Acc: 0.9800  T-1 mAcc: 0.9602
2019-12-04 14:42:34.901697-[Train]-Iter: 001401  Loss: 0.0380  T-1 Acc: 0.9817  T-1 mAcc: 0.9755
2019-12-04 14:42:39.166223-[Train]-Iter: 001411  Loss: 0.0256  T-1 Acc: 0.9895  T-1 mAcc: 0.9888
2019-12-04 14:42:43.378535-[Train]-Iter: 001421  Loss: 0.0301  T-1 Acc: 0.9869  T-1 mAcc: 0.9745
2019-12-04 14:42:47.908666-[Train]-Iter: 001431  Loss: 0.0399  T-1 Acc: 0.9819  T-1 mAcc: 0.9778
2019-12-04 14:42:52.258381-[Train]-Iter: 001441  Loss: 0.0310  T-1 Acc: 0.9854  T-1 mAcc: 0.9771
2019-12-04 14:42:56.351162-[Train]-Iter: 001451  Loss: 0.0369  T-1 Acc: 0.9827  T-1 mAcc: 0.9656
2019-12-04 14:43:00.816435-[Train]-Iter: 001461  Loss: 0.0312  T-1 Acc: 0.9840  T-1 mAcc: 0.9714
2019-12-04 14:43:05.176329-[Train]-Iter: 001471  Loss: 0.0357  T-1 Acc: 0.9843  T-1 mAcc: 0.9824
2019-12-04 14:43:09.264969-[Train]-Iter: 001481  Loss: 0.0341  T-1 Acc: 0.9824  T-1 mAcc: 0.9690
2019-12-04 14:43:13.918784-[Train]-Iter: 001491  Loss: 0.0313  T-1 Acc: 0.9857  T-1 mAcc: 0.9726
2019-12-04 14:43:18.840377-Checkpoint saved to ../../models/seg/pointcnn_seg_raccoon_x8_1024_fps_2019-12-04-14-31-49_6505/ckpts/iter!
2019-12-04 14:43:19.536329-[Val  ]-Average:      Loss: 0.0591  T-1 Acc: 0.9778  T-1 mAcc: 0.9758
2019-12-04 14:43:19.996098-[Train]-Iter: 001501  Loss: 0.0396  T-1 Acc: 0.9825  T-1 mAcc: 0.9835
2019-12-04 14:43:24.247146-[Train]-Iter: 001511  Loss: 0.0399  T-1 Acc: 0.9834  T-1 mAcc: 0.9795
2019-12-04 14:43:28.646046-[Train]-Iter: 001521  Loss: 0.0370  T-1 Acc: 0.9834  T-1 mAcc: 0.9707
2019-12-04 14:43:33.293973-[Train]-Iter: 001531  Loss: 0.0428  T-1 Acc: 0.9816  T-1 mAcc: 0.9748
2019-12-04 14:43:37.669489-[Train]-Iter: 001541  Loss: 0.0430  T-1 Acc: 0.9807  T-1 mAcc: 0.9775
2019-12-04 14:43:42.083262-[Train]-Iter: 001551  Loss: 0.0366  T-1 Acc: 0.9849  T-1 mAcc: 0.9885
2019-12-04 14:43:46.498445-[Train]-Iter: 001561  Loss: 0.0389  T-1 Acc: 0.9822  T-1 mAcc: 0.9729
2019-12-04 14:43:50.957473-[Train]-Iter: 001571  Loss: 0.0458  T-1 Acc: 0.9813  T-1 mAcc: 0.9697
2019-12-04 14:43:55.114826-[Train]-Iter: 001581  Loss: 0.0357  T-1 Acc: 0.9829  T-1 mAcc: 0.9833
2019-12-04 14:43:59.727184-[Train]-Iter: 001591  Loss: 0.0278  T-1 Acc: 0.9867  T-1 mAcc: 0.9874
2019-12-04 14:44:04.151976-[Train]-Iter: 001601  Loss: 0.0293  T-1 Acc: 0.9860  T-1 mAcc: 0.9780
2019-12-04 14:44:08.453722-[Train]-Iter: 001611  Loss: 0.0316  T-1 Acc: 0.9854  T-1 mAcc: 0.9790
2019-12-04 14:44:12.935809-[Train]-Iter: 001621  Loss: 0.0414  T-1 Acc: 0.9802  T-1 mAcc: 0.9725
2019-12-04 14:44:17.183727-[Train]-Iter: 001631  Loss: 0.0560  T-1 Acc: 0.9760  T-1 mAcc: 0.9814
2019-12-04 14:44:21.330147-[Train]-Iter: 001641  Loss: 0.0260  T-1 Acc: 0.9900  T-1 mAcc: 0.9865
2019-12-04 14:44:25.683977-[Train]-Iter: 001651  Loss: 0.0359  T-1 Acc: 0.9845  T-1 mAcc: 0.9807
2019-12-04 14:44:29.930166-[Train]-Iter: 001661  Loss: 0.0409  T-1 Acc: 0.9819  T-1 mAcc: 0.9694
2019-12-04 14:44:34.192983-[Train]-Iter: 001671  Loss: 0.0500  T-1 Acc: 0.9774  T-1 mAcc: 0.9501
2019-12-04 14:44:38.808787-[Train]-Iter: 001681  Loss: 0.0398  T-1 Acc: 0.9817  T-1 mAcc: 0.9628
2019-12-04 14:44:42.955538-[Train]-Iter: 001691  Loss: 0.0433  T-1 Acc: 0.9799  T-1 mAcc: 0.9597
2019-12-04 14:44:47.104285-[Train]-Iter: 001701  Loss: 0.0414  T-1 Acc: 0.9840  T-1 mAcc: 0.9861
2019-12-04 14:44:51.571420-[Train]-Iter: 001711  Loss: 0.0336  T-1 Acc: 0.9832  T-1 mAcc: 0.9761
2019-12-04 14:44:55.727305-[Train]-Iter: 001721  Loss: 0.0459  T-1 Acc: 0.9783  T-1 mAcc: 0.9588
2019-12-04 14:44:59.867873-[Train]-Iter: 001731  Loss: 0.0392  T-1 Acc: 0.9825  T-1 mAcc: 0.9779
2019-12-04 14:45:04.365033-[Train]-Iter: 001741  Loss: 0.0423  T-1 Acc: 0.9802  T-1 mAcc: 0.9769
2019-12-04 14:45:08.925689-[Train]-Iter: 001751  Loss: 0.0340  T-1 Acc: 0.9854  T-1 mAcc: 0.9726
2019-12-04 14:45:12.921335-[Train]-Iter: 001761  Loss: 0.0288  T-1 Acc: 0.9861  T-1 mAcc: 0.9689
2019-12-04 14:45:17.578963-[Train]-Iter: 001771  Loss: 0.0396  T-1 Acc: 0.9807  T-1 mAcc: 0.9743
2019-12-04 14:45:22.052552-[Train]-Iter: 001781  Loss: 0.0390  T-1 Acc: 0.9835  T-1 mAcc: 0.9836
2019-12-04 14:45:26.116304-[Train]-Iter: 001791  Loss: 0.0618  T-1 Acc: 0.9717  T-1 mAcc: 0.9530
2019-12-04 14:45:30.656204-[Train]-Iter: 001801  Loss: 0.0383  T-1 Acc: 0.9830  T-1 mAcc: 0.9836
2019-12-04 14:45:35.162891-[Train]-Iter: 001811  Loss: 0.0358  T-1 Acc: 0.9832  T-1 mAcc: 0.9736
2019-12-04 14:45:39.616189-[Train]-Iter: 001821  Loss: 0.0324  T-1 Acc: 0.9858  T-1 mAcc: 0.9723
2019-12-04 14:45:43.776780-[Train]-Iter: 001831  Loss: 0.0324  T-1 Acc: 0.9846  T-1 mAcc: 0.9774
2019-12-04 14:45:48.334366-[Train]-Iter: 001841  Loss: 0.0343  T-1 Acc: 0.9845  T-1 mAcc: 0.9708
2019-12-04 14:45:52.731150-[Train]-Iter: 001851  Loss: 0.0320  T-1 Acc: 0.9839  T-1 mAcc: 0.9723
2019-12-04 14:45:57.012610-[Train]-Iter: 001861  Loss: 0.0403  T-1 Acc: 0.9801  T-1 mAcc: 0.9805
